Sample ID,Allo [mg/m3],Alpha Beta Car [mg/m3],Ammonium [μmol/l],Anth [mg/m3],Asta [mg/m3],Average Host Abundance [%],Beta Beta Car [mg/m3],Bleaching [%],Bottom Depth,But Fuco [mg/m3],Cantha [mg/m3],Chlf Ctd,Chlorophyll A [μg/l],Coastal,Conductivity Sm [s/m],Cphl A [mg/m3],Cphl B [mg/m3],Cphl C1 [mg/m3],Cphl C2 [mg/m3],Cphl C3 [mg/m3],Cphlide A [mg/m3],Date Sampled,"Density Ctd [density, kg/m^3]",Depth [m],Diadchr [mg/m3],Diadino [mg/m3],Diato [mg/m3],Dino [mg/m3],Dv Cphl A [mg/m3],Dv Cphl A And Cphl A [mg/m3],Dv Cphl B [mg/m3],Dv Cphl B And Cphl B [mg/m3],Echin [mg/m3],Environment,Fine Sediment [%],Fluorescence [au],Fouling [%],Fouling Organisms,Fuco [mg/m3],Geo Loc [country:subregion],Grazing [%],Grazing Number,Gyro [mg/m3],Hex Fuco [mg/m3],Host Abundance [individuals per m2],Host Abundance Seaweed [mean number ind per m2 +/- se],Host Species,Host State,Information,Inorganic Fraction [mg/l],Keto Hex Fuco [mg/m3],Latitude [decimal degrees],Length [cm],Longitude [decimal degrees],Lut [mg/m3],Lyco [mg/m3],Mg Dvp [mg/m3],Microbial Abundance [cells per ml],Ncbi Bioproject Accession,Ncbi Biosample Accession,Neo [mg/m3],Nitrate Nitrite [μmol/l],Nitrite [μmol/l],No2 [µmol/l],Notes,Npic [mg/l],Npoc [mg/l],Nrs Location Code Voyage Code,Nrs Sample Code,Nrs Trip Code,Organic Fraction [mg/l],Organism,Oxygen Ctd Pelagic [μmol/kg],Oxygen Lab [μmol/l],Pam Fluorometer [pam],Perid [mg/m3],Ph Level [h2o],Phide A [mg/m3],Phosphate [μmol/l],Phytin A [mg/m3],Phytin B [mg/m3],Pn [µmol/l],Poc [µmol/l],Pras [mg/m3],Pressure Bottle,Pyrophide A [mg/m3],Pyrophytin A [mg/m3],Salinity Ctd [psu],Salinity Lab [psu],Sample Site,Sample Type,Samplename Depth,Secchi Depth [m],Silicate [μmol/l],Sio2 [µmol/l],"Temperature [its-90, deg c]","Temperature Ctd [its-90, deg c]",Time Sampled,Total Alkalinity [μmol/kg],Total Carbon [%],Total Co2 [μmol/kg],Total Nitrogen [%],Touching Organisms,Transmittance [%],Tss [mg/l],Turbidity Ctd [nephelometric turbidity units],Viola [mg/m3],Zea [mg/m3]
102.100.100/21700,0.00204106,,0.0,,,,0.01317075,,61.4,0.0099318,,,,,,0.30224928,0.02210101,,0.03054933,,,2013-08-02,,5.0,,0.00901427,0.0,,0.03751678,,,,,Marine,,20.131004,,,0.06443335,Australia:Arafura Sea,,,,0.05261048,,,,,,,,-10.81603,,139.96115,0.0,,,,PRJNA385736,SAMN07483558,0.0,0.0,,,ss2013_t03.013.5m,,,ss2013_t03,,,,marine metagenome,208.832092,209.06,,0.0,,,0.17,,,,,0.0,4.8,,,34.108727,34.112,Arafura Sea,Pelagic_Public,102.100.100/21700_5,,1.96,,,26.11487,04:48:00,,,,,,89.400055,,,0.0,0.0315068
102.100.100/21701,0.0,,0.0,,,,0.0123222,,61.4,0.0088211,,,,,,0.2998979,0.0132483,,0.0270327,,,2013-08-02,,15.0,,0.0152173,0.0,,0.0574378,,,,,Marine,,24.743176,,,0.0863737,Australia:Arafura Sea,,,,0.0321839,,,,,,,,-10.81603,,139.96115,0.0,,,,PRJNA385736,SAMN07483559,0.0,0.0,,,ss2013_t03.013.15m,,,ss2013_t03,,,,marine metagenome,209.006195,,,0.0,,,0.17,,,,,0.0,14.9,,,34.109707,,Arafura Sea,Pelagic_Public,102.100.100/21701_15,,2.01,,,26.01556,04:48:00,,,,,,89.42691,,,0.0,0.0459188
102.100.100/21702,0.0,,,,,,0.00717495,,473.0,0.02614962,,,,,,0.27131175,0.01260041,,0.01570061,,,2013-08-03,,5.0,,0.00337724,0.0,,0.02123783,,,,,Marine,,21.358051,,,0.00748217,Australia:Coral Sea,,,,0.03791259,,,,,,,,-10.54188,,143.98418,0.0,,,,PRJNA385736,SAMN07483560,0.0,,,,ss2013_t03.014.5m,,,ss2013_t03,,,,marine metagenome,210.622192,,,0.0,,,,,,,,0.0,0.0,,,35.137161,,Coral Sea,Pelagic_Public,102.100.100/21702_5,,,,,25.396801,20:46:00,,,,,,91.562462,,,0.0,0.03225588
102.100.100/21703,0.0,,0.0,,,,0.0093421,,473.0,0.0120394,,,,,,0.1144114,0.0092738,,0.0086535,,,2013-08-03,,35.0,,0.0,0.0,,0.0682421,,,,,Marine,,24.308167,,,0.0066856,Australia:Coral Sea,,,,0.0363481,,,,,,,,-10.54188,,143.98418,0.0,,,,PRJNA385736,SAMN07483561,0.0,0.12,,,ss2013_t03.014.35m,,,ss2013_t03,,,,marine metagenome,208.430573,,,0.0,,,0.05,,,,,0.0,35.2,,,35.187195,,Coral Sea,Pelagic_Public,102.100.100/21703_35,,1.08,,,25.268394,20:46:00,,,,,,91.828484,,,0.0,0.0346778
102.100.100/21704,0.0,,0.01,,,,0.0023932,,1237.8,0.0124878,,,,,,0.0597188,0.0,,0.0059955,,,2013-08-04,,5.0,,0.0049842,0.0,,0.0262008,,,,,Marine,,19.9221,,,0.0,Australia:Coral Sea,,,,0.0174116,,,,,,,,-13.8939,,144.39577,0.0,,,,PRJNA385736,SAMN07483562,0.0,0.0,,,ss2013_t03.015.5m,,,ss2013_t03,,,,marine metagenome,209.464615,,,0.0,,,0.06,,,,,0.0,5.1,,,35.196079,,Coral Sea,Pelagic_Public,102.100.100/21704_5,,1.4,,,25.044455,20:45:00,,,,,,92.395462,,,0.0,0.022029
102.100.100/21705,0.0,,0.03,,,,0.0095219,,1343.2,0.0150548,,,,,,0.1872424,0.0169244,,0.0185293,,,2013-08-04,,80.0,,0.0059772,0.0,,0.0344814,,,,,Marine,,20.698172,,,0.020778,Australia:Coral Sea,,,,0.046541,,,,,,,,-13.89578,,144.39872,0.0,,,,PRJNA385736,SAMN07483563,0.0,0.15,,,ss2013_t03.016.80m,,,ss2013_t03,,,,marine metagenome,209.963287,,,0.0,,,0.07,,,,,0.0,80.1,,,35.186695,,Coral Sea,Pelagic_Public,102.100.100/21705_80,,1.6,,,24.689789,21:34:00,,,,,,91.766251,,,0.0,0.0187952
102.100.100/21706,0.0,,0.0,,,,0.0209523,,238.1,0.036531,,,,,,0.2776625,0.0127061,,0.029116,,,2013-08-05,,5.0,,0.0106595,0.0,,0.0635397,,,,,Marine,,15.216182,,,0.0296261,Australia:Coral Sea,,,,0.0921869,,,,,,,,-16.71875,,146.35648,0.0,,,,PRJNA385736,SAMN07483564,0.0,0.0,,,ss2013_t03.017.5m,,,ss2013_t03,,,,marine metagenome,208.996323,,,0.0,,,0.07,,,,,0.0,5.2,,,35.181423,,Coral Sea,Pelagic_Public,102.100.100/21706_5,,1.16,,,24.974747,20:58:00,,,,,,92.593582,,,0.0,0.0367767
102.100.100/21707,,,0.07,,,,,,228.8,,,,,,,,,,,,,2013-08-05,,70.0,,,,,,,,,,Marine,,25.099014,,,,Australia:Coral Sea,,,,,,,,,,,,-16.72755,,146.36235,,,,,PRJNA385736,SAMN07483565,,0.14,,,ss2013_t03.018.70m,,,ss2013_t03,,,,marine metagenome,212.155655,,,,,,0.1,,,,,,69.8,,,35.267483,,Coral Sea,Pelagic_Public,102.100.100/21707_70,,1.57,,,23.521868,21.27,,,,,,91.296631,,,,
102.100.100/21708,,,0.01,,,,,,128.7,,,,,,,,,,,,,2013-08-06,,5.0,,,,,,,,,,Marine,,22.254139,,,,Australia:Coral Sea,,,,,,,,,,,,-19.05628,,148.97592,,,,,PRJNA385736,SAMN07483566,,0.03,,,ss2013_t03.019.5m,,,ss2013_t03,,,,marine metagenome,213.508987,,,,,,0.09,,,,,,5.0,,,35.415112,,Coral Sea,Pelagic_Public,102.100.100/21708_5,,0.96,,,23.605412,20:32:00,,,,,,91.660683,,,,
102.100.100/21709,,,0.01,,,,,,65.7,,,,,,,,,,,,,2013-08-06,,30.0,,,,,,,,,,Marine,,24.128923,,,,Australia:Coral Sea,,,,,,,,,,,,-19.06505,,148.97803,,,,,PRJNA385736,SAMN07483567,,0.06,,,ss2013_t03.020.30m,,,ss2013_t03,,,,marine metagenome,214.249405,,,,,,0.09,,,,,,29.5,,,35.415722,,Coral Sea,Pelagic_Public,102.100.100/21709_30,,0.95,,,23.607874,21:16:00,,,,,,91.662292,,,,
102.100.100/21710,,,0.02,,,,,,2112.7,,,,,,,,,,,,,2013-08-08,,5.0,,,,,,,,,,Marine,,19.529509,,,,Australia:Coral Sea,,,,,,,,,,,,-24.55175,,153.6313,,,,,PRJNA385736,SAMN07483568,,0.05,,,ss2013_t03.022.5m,,,ss2013_t03,,,,marine metagenome,213.842865,,,,,,0.1,,,,,,5.3,,,35.436455,,Coral Sea,Pelagic_Public,102.100.100/21710_5,,0.91,,,23.547527,08:39:00,,,,,,92.739944,,,,
102.100.100/21711,,,0.07,,,,,,2112.7,,,,,,,,,,,,,2013-08-08,,80.0,,,,,,,,,,Marine,,24.227585,,,,Australia:Coral Sea,,,,,,,,,,,,-24.55095,,153.63108,,,,,PRJNA385736,SAMN07483569,,0.09,,,ss2013_t03.022.cmaxm,,,ss2013_t03,,,,marine metagenome,216.335587,,,,,,0.11,,,,,,82.0,,,35.482986,,Coral Sea,Pelagic_Public,102.100.100/21711_80,,0.85,,,22.869535,08:39:00,,,,,,92.584755,,,,
102.100.100/21712,,,0.0,,,,,,3275.7,,,,,,,,,,,,,2010-10-20,,0.0,,,,,,,,,,Marine,,18.257708,,,,Australia:East Australia Current,,,,,,,,,,,,-29.13803,,154.31451,,,,,PRJNA385736,SAMN07483570,,0.04,,,ss2010_v09.031.0m_101,,,ss2010_v09,,,,marine metagenome,224.873032,223.21,,,,,0.09,,,,,,2.2,,,35.487835,,East Australia Current,Pelagic_Public,102.100.100/21712_0,,0.82,,,21.783291,21:37:00,,,,,,69.924454,,,,
102.100.100/21713,,,0.01,,,,,,3275.7,,,,,,,,,,,,,2010-10-20,,75.0,,,,,,,,,,Marine,,28.09993,,,,Australia:East Australia Current,,,,,,,,,,,,-29.13803,,154.31451,,,,,PRJNA385736,SAMN07483571,,1.42,,,ss2010_v09.031.75m_102,,,ss2010_v09,,,,marine metagenome,217.003006,,,,,,0.18,,,,,,74.4,,,35.511944,,East Australia Current,Pelagic_Public,102.100.100/21713_75,,1.02,,,21.438417,21:37:00,,,,,,70.134499,,,,
102.100.100/21714,,,0.07,,,,,,2764.8,,,,,,,,,,,,,2010-10-21,,0.0,,,,,,,,,,Marine,,19.210083,,,,Australia:East Australia Current,,,,,,,,,,,,-29.35933,,154.19021,,,,,PRJNA385736,SAMN07483572,,0.11,,,ss2010_v09.037.0m_106,,,ss2010_v09,,,,marine metagenome,226.179016,225.93,,,,,0.09,,,,,,1.8,,,35.495071,,East Australia Current,Pelagic_Public,102.100.100/21714_0,,0.82,,,21.909046,08:16:00,,,,,,69.537674,,,,
102.100.100/21715,,,0.05,,,,,,2764.8,,,,,,,,,,,,,2010-10-21,,50.0,,,,,,,,,,Marine,,23.432627,,,,Australia:East Australia Current,,,,,,,,,,,,-29.35933,,154.19021,,,,,PRJNA385736,SAMN07483573,,0.79,,,ss2010_v09.037.50m_107,,,ss2010_v09,,,,marine metagenome,225.166245,,,,,,0.14,,,,,,48.0,,,35.486443,,East Australia Current,Pelagic_Public,102.100.100/21715_50,,0.93,,,21.699903,08:16:00,,,,,,69.812393,,,,
102.100.100/21716,,,0.0,,,,,,3475.5,,,,,,,,,,,,,2010-10-21,,0.0,,,,,,,,,,Marine,,16.19591,,,,Australia:East Australia Current,,,,,,,,,,,,-29.65541,,154.18314,,,,,PRJNA385736,SAMN07483574,,0.0,,,ss2010_v09.038.0m_111,,,ss2010_v09,,,,marine metagenome,222.91777,221.87,,,,,0.07,,,,,,1.7,,,35.450638,,East Australia Current,Pelagic_Public,102.100.100/21716_0,,0.88,,,22.000717,21:58:00,,,,,,70.275856,,,,
102.100.100/21717,,,0.0,,,,,,3475.5,,,,,,,,,,,,,2010-10-21,,57.0,,,,,,,,,,Marine,,25.548864,,,,Australia:East Australia Current,,,,,,,,,,,,-29.65541,,154.18314,,,,,PRJNA385736,SAMN07483575,,1.09,,,ss2010_v09.038.57m_112,,,ss2010_v09,,,,marine metagenome,213.782654,,,,,,0.17,,,,,,55.4,,,35.520355,,East Australia Current,Pelagic_Public,102.100.100/21717_57,,1.02,,,21.630394,21:58:00,,,,,,70.225029,,,,
102.100.100/21718,0.0,,0.0,,0.0,,,,3536.3,0.0,,,,,,0.0,0.0,0.0,0.00298810090433127,0.0,0.0,2010-10-21,,0.0,,0.00339018503620274,0.0,,,,,,,Marine,,17.261295,,,0.0,Australia:East Australia Current,,,,0.00940676284253111,,,,,,,,-29.69424,,154.15918,,,,,PRJNA385736,SAMN07483576,0.0,0.0,,,ss2010_v09.040.0m_116,,,ss2010_v09,,,,marine metagenome,223.585632,132.42,,0.0,,0.0,0.07,,,,,0.0,1.0,,,35.450779,,East Australia Current,Pelagic_Public,102.100.100/21718_0,,0.89,,,22.067318,23:38:00,,,,,,70.050728,,,0.0,0.0
102.100.100/21719,0.0,,0.01,,0.0,,,,3536.3,0.0115141700404858,,,,,,0.0,0.0,0.0,0.017055497382199,0.0203277108433735,0.0,2010-10-21,,50.0,,0.00429026548672567,0.0,,,,,,,Marine,,26.305653,,,0.00687971593430981,Australia:East Australia Current,,,,0.0495549958018472,,,,,,,,-29.69424,,154.15918,,,,,PRJNA385736,SAMN07483577,0.0,1.1,,,ss2010_v09.040.50m_117,,,ss2010_v09,,,,marine metagenome,212.24202,,,0.0,,0.0,0.15,,,,,0.0,48.9,,,35.518135,,East Australia Current,Pelagic_Public,102.100.100/21719_50,,1.02,,,21.633999,23:38:00,,,,,,69.940567,,,0.0,0.0
102.100.100/21720,0.0,,0.0,,0.0,,,,3401.3,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2010-10-22,,0.0,,0.00208377581120944,0.0,,,,,,,Marine,,15.111023,,,0.0,Australia:East Australia Current,,,,0.00504114189756507,,,,,,,,-29.78377,,154.10228,,,,,PRJNA385736,SAMN07483578,0.0,0.0,,,ss2010_v09.041.0m_121,,,ss2010_v09,,,,marine metagenome,223.164398,141.3,,0.0,,0.0,0.08,,,,,0.0,1.3,,,35.439362,,East Australia Current,Pelagic_Public,102.100.100/21720_0,,0.9,,,22.212961,03:25:00,,,,,,69.998512,,,0.0,0.0
102.100.100/21721,0.0,,0.02,,0.0,,,,3401.3,0.00717106285527338,,,,,,0.0,0.0128543939393939,0.0,0.0134464540694907,0.0155453085067543,0.0,2010-10-22,,55.0,,0.00416277822472513,0.0,,,,,,,Marine,,28.896231,,,0.00483734818222169,Australia:East Australia Current,,,,0.0344482482253263,,,,,,,,-29.78377,,154.10228,,,,,PRJNA385736,SAMN07483579,0.0,0.18,,,ss2010_v09.041.55m_122,,,ss2010_v09,,,,marine metagenome,223.111862,,,0.0,,0.0,0.08,,,,,0.0,54.0,,,35.531437,,East Australia Current,Pelagic_Public,102.100.100/21721_55,,0.98,,,21.577839,03:25:00,,,,,,69.648407,,,0.0,0.0
102.100.100/21722,,,0.0,,,,,,3949.5,,,,,,,,,,,,,2010-10-22,,0.0,,,,,,,,,,Marine,,17.0119,,,,Australia:East Australia Current,,,,,,,,,,,,-29.93322,,154.03138,,,,,PRJNA385736,SAMN07483580,,0.0,,,ss2010_v09.044.0m_126,,,ss2010_v09,,,,marine metagenome,224.088715,224.37,,,,,0.08,,,,,,0.6,,,35.46249,35.473,East Australia Current,Pelagic_Public,102.100.100/21722_0,,0.86,,,22.173542,08:03:00,,,,,,69.880241,,,,
102.100.100/21723,,,0.0,,,,,,3949.5,,,,,,,,,,,,,2010-10-22,,75.0,,,,,,,,,,Marine,,28.785215,,,,Australia:East Australia Current,,,,,,,,,,,,-29.93322,,154.03138,,,,,PRJNA385736,SAMN07483581,,0.5,,,ss2010_v09.044.75m_127,,,ss2010_v09,,,,marine metagenome,216.93338,,,,,,0.12,,,,,,74.5,,,35.539211,,East Australia Current,Pelagic_Public,102.100.100/21723_75,,0.96,,,21.356462,08:03:00,,,,,,69.795609,,,,
102.100.100/21724,,,0.0,,,,,,4583.5,,,,,,,,,,,,,2010-10-22,,0.0,,,,,,,,,,Marine,,15.174894,,,,Australia:East Australia Current,,,,,,,,,,,,-30.32983,,154.09103,,,,,PRJNA385736,SAMN07483582,,0.0,,,ss2010_v09.045.0m_131,,,ss2010_v09,,,,marine metagenome,223.628601,224.37,,,,,0.09,,,,,,2.2,,,35.464588,,East Australia Current,Pelagic_Public,102.100.100/21724_0,,0.78,,,22.098507,21:34:00,,,,,,70.032852,,,,
102.100.100/21725,,,0.04,,,,,,4583.5,,,,,,,,,,,,,2010-10-22,,80.0,,,,,,,,,,Marine,,27.447737,,,,Australia:East Australia Current,,,,,,,,,,,,-30.32983,,154.09103,,,,,PRJNA385736,SAMN07483583,,0.24,,,ss2010_v09.045.80m_132,,,ss2010_v09,,,,marine metagenome,223.620483,,,,,,0.13,,,,,,78.4,,,35.507767,,East Australia Current,Pelagic_Public,102.100.100/21725_80,,0.84,,,21.312733,21:34:00,,,,,,70.044586,,,,
102.100.100/21726,,,0.03,,,,,,4584.6,,,,,,,,,,,,,2010-10-22,,0.0,,,,,,,,,,Marine,,14.05519,,,,Australia:East Australia Current,,,,,,,,,,,,-30.39404,,154.08208,,,,,PRJNA385736,SAMN07483584,,0.0,,,ss2010_v09.047.0m_136,,,ss2010_v09,,,,marine metagenome,222.348083,223.83,,,,,0.09,,,,,,1.9,,,35.468784,,East Australia Current,Pelagic_Public,102.100.100/21726_0,,0.78,,,22.326094,23:32:00,,,,,,69.960808,,,,
102.100.100/21727,,,0.02,,,,,,4584.6,,,,,,,,,,,,,2010-10-22,,70.0,,,,,,,,,,Marine,,28.80876,,,,Australia:East Australia Current,,,,,,,,,,,,-30.39404,,154.08208,,,,,PRJNA385736,SAMN07483585,,0.47,,,ss2010_v09.047.75m_137,,,ss2010_v09,,,,marine metagenome,220.7798,,,,,,0.15,,,,,,68.3,,,35.516838,,East Australia Current,Pelagic_Public,102.100.100/21727_70,,0.88,,,21.334139,23:32:00,,,,,,69.822105,,,,
102.100.100/21728,,,0.02,,,,,,4727.8,,,,,,,,,,,,,2010-10-25,,0.0,,,,,,,,,,Marine,,21.134077,,,,Australia:Tasman Sea - Cold core eddy,,,,,,,,,,,,-32.29865,,154.38861,,,,,PRJNA385736,SAMN07483586,,0.0,,,ss2010_v09.058.0m_176,,,ss2010_v09,,,,marine metagenome,231.335739,233.3,,,,,0.07,,,,,,0.8,,,35.440491,,Tasman Sea - Cold core eddy,Pelagic_Public,102.100.100/21728_0,,0.37,,,21.183556,19:45:00,,,,,,69.19529,,,,
102.100.100/21729,,,0.15,,,,,,4727.8,,,,,,,,,,,,,2010-10-25,,55.0,,,,,,,,,,Marine,,34.364639,,,,Australia:Tasman Sea - Cold core eddy,,,,,,,,,,,,-32.29865,,154.38861,,,,,PRJNA385736,SAMN07483587,,4.22,,,ss2010_v09.058.55m_177,,,ss2010_v09,,,,marine metagenome,206.058517,,,,,,0.39,,,,,,53.0,,,35.531158,,Tasman Sea - Cold core eddy,Pelagic_Public,102.100.100/21729_55,,1.48,,,19.243156,19:45:00,,,,,,68.80587,,,,
102.100.100/21730,0.0,,0.0,,0.0,,,,4710.0,0.0,,,,,,0.0,0.0,0.0,0.00798883071553229,0.00490923694779116,0.0,2010-10-26,,0.0,,0.00806843657817109,0.0,,,,,,,Marine,,17.592703,,,0.0147305814469596,Australia:Tasman Sea - Cold core eddy,,,,0.00836272040302267,,,,,,,,-32.29279,,153.83438,,,,,PRJNA385736,SAMN07483588,0.0,0.0,,,ss2010_v09.061.0m_191,,,ss2010_v09,,,,marine metagenome,231.011322,230.8,,0.0,,0.0,0.08,,,,,0.0,1.3,,,35.394203,,Tasman Sea - Cold core eddy,Pelagic_Public,102.100.100/21730_0,,0.41,,,21.226204,01:20:00,,,,,,69.353127,,,0.0,0.0
102.100.100/21731,0.0,,0.07,,0.0,,,,4710.0,0.0179487179487179,,,,,,0.0268066298342541,0.02366,0.0,0.0607762652705061,0.0547598393574297,0.0,2010-10-26,,45.0,,0.0144719764011799,0.0,,,,,,,Marine,,32.559528,,,0.140932090545939,Australia:Tasman Sea - Cold core eddy,,,,0.0688530646515533,,,,,,,,-32.29279,,153.83438,,,,,PRJNA385736,SAMN07483589,0.0,3.94,,,ss2010_v09.061.45m_192,,,ss2010_v09,,,,marine metagenome,210.49353,,,0.0110509803921569,,0.0,0.37,,,,,0.0,43.0,,,35.471088,,Tasman Sea - Cold core eddy,Pelagic_Public,102.100.100/21731_45,,1.59,,,19.601414,01:20:00,,,,,,68.687859,,,0.0,0.0
102.100.100/21732,,,0.05,,,,,,4532.1,,,,,,,,,,,,,2010-10-26,,0.0,,,,,,,,,,Marine,,17.62089,,,,Australia:Tasman Sea - Cold core eddy,,,,,,,,,,,,-32.29271,,153.61798,,,,,PRJNA385736,SAMN07483590,,0.0,,,ss2010_v09.062.0m_196,,,ss2010_v09,,,,marine metagenome,230.371872,231.2,,,,,0.1,,,,,,1.9,,,35.471107,,Tasman Sea - Cold core eddy,Pelagic_Public,102.100.100/21732_0,,0.43,,,21.297131,03:25:00,,,,,,69.552887,,,,
102.100.100/21733,,,0.08,,,,,,4532.1,,,,,,,,,,,,,2010-10-26,,55.0,,,,,,,,,,Marine,,30.452703,,,,Australia:Tasman Sea - Cold core eddy,,,,,,,,,,,,-32.29271,,153.61798,,,,,PRJNA385736,SAMN07483591,,4.24,,,ss2010_v09.062.55m_197,,,ss2010_v09,,,,marine metagenome,205.060226,,,,,,0.38,,,,,,53.2,,,35.482269,,Tasman Sea - Cold core eddy,Pelagic_Public,102.100.100/21733_55,,1.68,,,20.026281,03:25:00,,,,,,69.271248,,,,
102.100.100/21734,,,0.11,,,,,,4148.1,,,,,,,,,,,,,2010-10-26,,0.0,,,,,,,,,,Marine,,26.419424,,,,Australia:Tasman Sea - Cold core eddy,,,,,,,,,,,,-32.29417,,153.45154,,,,,PRJNA385736,SAMN07483592,,0.08,,,ss2010_v09.064.0m_206,,,ss2010_v09,,,,marine metagenome,224.475494,225.4,,,,,0.1,,,,,,1.4,,,35.539364,,Tasman Sea - Cold core eddy,Pelagic_Public,102.100.100/21734_0,,0.65,,,21.750057,06:35:00,,,,,,68.634254,,,,
102.100.100/21735,,,0.12,,,,,,4148.1,,,,,,,,,,,,,2010-10-26,,32.0,,,,,,,,,,Marine,,30.84724,,,,Australia:Tasman Sea - Cold core eddy,,,,,,,,,,,,-32.29417,,153.45154,,,,,PRJNA385736,SAMN07483593,,2.6,,,ss2010_v09.064.32m_207,,,ss2010_v09,,,,marine metagenome,226.111176,,,,,,0.32,,,,,,33.5,,,35.549377,,Tasman Sea - Cold core eddy,Pelagic_Public,102.100.100/21735_32,,1.18,,,20.998798,06:35:00,,,,,,68.661285,,,,
102.100.100/21736,,,0.0,,,,,,1743.5,,,,,,,,,,,,,2010-10-26,,0.0,,,,,,,,,,Marine,,22.790474,,,,Australia:Tasman Sea,,,,,,,,,,,,-32.29486,,153.11532,,,,,PRJNA385736,SAMN07483594,,0.0,,,ss2010_v09.066.0m_216,,,ss2010_v09,,,,marine metagenome,231.152237,112.54,,,,,0.11,,,,,,2.3,,,35.520977,,Tasman Sea,Pelagic_Public,102.100.100/21736_0,,0.62,,,20.834072,10:05:00,,,,,,68.834358,,,,
102.100.100/21737,,,0.47,,,,,,1743.5,,,,,,,,,,,,,2010-10-26,,49.0,,,,,,,,,,Marine,,28.781542,,,,Australia:Tasman Sea,,,,,,,,,,,,-32.29486,,153.11532,,,,,PRJNA385736,SAMN07483595,,0.12,,,ss2010_v09.066.40m_217,,,ss2010_v09,,,,marine metagenome,232.604797,,,,,,0.14,,,,,,38.5,,,35.537182,,Tasman Sea,Pelagic_Public,102.100.100/21737_49,,0.78,,,20.026676,10:05:00,,,,,,69.122879,,,,
102.100.100/21738,0.0,,0.02,,0.0,,,,108.0,0.0,,,,,,0.0,0.0,0.0,0.00865479930191972,0.0073285140562249,0.0,2010-10-27,,0.0,,0.00806961651917404,0.0,,,,,,,Marine,,19.296522,,,0.00951797603195739,Australia:Tasman Sea - shelf,,,,0.0193366918555835,,,,,,,,-32.29866,,152.79481,,,,,PRJNA385736,SAMN07483596,0.0,0.0,,,ss2010_v09.070.0m_231,,,ss2010_v09,,,,marine metagenome,235.157181,233.7,,0.0,,0.0,0.09,,,,,0.0,1.1,,,35.308224,,Tasman Sea - shelf,Pelagic_Public,102.100.100/21738_0,,0.4,,,20.950949,01:39:00,,,,,,69.009117,,,0.0,0.0
102.100.100/21739,0.0,,0.07,,0.0119762845849802,,,,108.0,0.0105576002944424,,,,,,0.0243194374686087,0.0,0.0,0.0382574964302713,0.0469813800657174,0.0,2010-10-27,,40.0,,0.0100233306516492,0.0,,,,,,,Marine,,32.013561,,,0.122500302626801,Australia:Tasman Sea - shelf,,,,0.0325589649645065,,,,,,,,-32.29866,,152.79481,,,,,PRJNA385736,SAMN07483597,0.0,5.8,,,ss2010_v09.070.40m_232,,,ss2010_v09,,,,marine metagenome,211.465424,,,0.0,,0.0,0.47,,,,,0.0,39.3,,,35.503189,,Tasman Sea - shelf,Pelagic_Public,102.100.100/21739_40,,1.79,,,18.373436,01:39:00,,,,,,69.096863,,,0.0,0.0
102.100.100/21740,,,0.231,,,,,,1542.7,,,,,,,,,,,,,2015-06-03,,5.0,,,,,,,,,,Marine,,22.887661,,,,Australia:Tasman Sea,,,,,,,,,,,,-26.9846,,153.8792,,,,,PRJNA385736,SAMN07483598,,0.012,0.007,,IN2015_v03.003.5m,,,IN2015_v03,,,,marine metagenome,217.79393,,,,,,0.071,,,,,,10.8,,,35.614899,,BILLOW,Pelagic_Public,102.100.100/21740_5,,0.703,,,23.643574,09:15:00,,,,,,,,,,
102.100.100/21741,,,0.065,,,,,,1536.7,,,,,,,,,,,,,2015-06-03,,60.0,,,,,,,,,,Marine,,27.305559,,,,Australia:Tasman Sea,,,,,,,,,,,,-26.98241667,,153.880816666667,,,,,PRJNA385736,SAMN07483599,,1.89,0.074,,IN2015_v03.004.cmaxm,,,IN2015_v03,,,,marine metagenome,204.831467,,,,,,0.231,,,,,,59.8,,,35.642284,,BILLOW,Pelagic_Public,102.100.100/21741_60,,1.039,,,22.770105,10:32:00,,,,,,-0.000919,,,,
102.100.100/21742,,,0.138,,,,,,2221.6,,,,,,,,,,,,,2015-06-07,,5.0,,,,,,,,,,Marine,,23.210117,,,,Australia:East Australian Current,,,,,,,,,,,,-30.0542,,153.65175,,,,,PRJNA385736,SAMN07483600,,0.117,0.03,,IN2015_v03.018.5m,,,IN2015_v03,,,,marine metagenome,219.227051,219.553,,,,,0.072,,,,,,5.5,,,35.683182,35.682,EAC,Pelagic_Public,102.100.100/21742_5,,0.381,,,22.289059,19:57:00,,,,,,97.685814,,,,
102.100.100/21743,,,0.147,,,,,,2309.6,,,,,,,,,,,,,2015-06-07,,93.0,,,,,,,,,,Marine,,23.290998,,,,Australia:East Australian Current,,,,,,,,,,,,-30.04595,,153.649033333333,,,,,PRJNA385736,SAMN07483601,,0.262,0.039,,IN2015_v03.019.cmaxm,,,IN2015_v03,,,,marine metagenome,218.712006,217.097,,,,,0.084,,,,,,93.2,,,35.681187,35.684,EAC,Pelagic_Public,102.100.100/21743_93,,0.347,,,22.256418,22:19:00,,,,,,97.720985,,,,
